chrom	start	end	cell	BAF
chr1	33000000	33500000	cell44	0.34177
chr1	33000000	33500000	cell45	0.2987
chr1	33000000	33500000	cell46	0.29293
chr1	33000000	33500000	cell47	0.33094
chr1	33000000	33500000	cell48	0.28767
chr1	33000000	33500000	cell49	0.34768
chr1	33000000	33500000	cell50	0.28627
chr1	33000000	33500000	cell51	0.28125
chr1	33000000	33500000	cell52	0.33083
chr1	33000000	33500000	cell53	0.34483
chr1	33000000	33500000	cell54	0.325
chr1	33000000	33500000	cell55	0.2994
chr1	33000000	33500000	cell56	0.32512
chr1	33000000	33500000	cell57	0.33333
chr1	33000000	33500000	cell58	0.38017
chr1	33000000	33500000	cell59	0.45714
chr1	33000000	33500000	cell60	0.32432
chr1	33000000	33500000	cell61	0.30909
chr1	33000000	33500000	cell62	0.30328
chr1	33000000	33500000	cell63	0.36207
chr1	33000000	33500000	cell64	0.37681
chr1	33000000	33500000	cell65	0.37931
chr1	33000000	33500000	cell66	0.4026
chr1	33000000	33500000	cell67	0.42982
chr1	33000000	33500000	cell68	0.38542
chr1	33000000	33500000	cell69	0.35652
chr1	33000000	33500000	cell70	0.3682
chr1	33000000	33500000	cell71	0.28793
chr1	33000000	33500000	cell72	0.36
chr1	33000000	33500000	cell73	0.26923
chr1	33000000	33500000	cell74	0.38012
chr1	33000000	33500000	cell75	0.29832
chr1	33000000	33500000	cell76	0.34
chr1	33000000	33500000	cell77	0.38816
chr1	33000000	33500000	cell78	0.35028
chr1	33000000	33500000	cell79	0.30719
chr1	33000000	33500000	cell80	0.28455
chr1	33000000	33500000	cell81	0.30282
chr1	33000000	33500000	cell82	0.36082
chr1	33000000	33500000	cell83	0.3037
chr1	33000000	33500000	cell84	0.35156
chr1	33000000	33500000	cell85	0.31169
chr1	33000000	33500000	cell86	0.296
chr1	33000000	33500000	cell87	0.32653
chr1	33000000	33500000	cell88	0.31746
chr1	33000000	33500000	cell89	0.28333
chr1	33000000	33500000	cell90	0.37805
chr1	33000000	33500000	cell91	0.4
chr1	33000000	33500000	cell92	0.35616
chr1	33000000	33500000	cell93	0.35455
chr1	33000000	33500000	cell94	0.29139
chr1	33000000	33500000	cell95	0.2875
chr1	33000000	33500000	cell96	0.24907
chr1	33000000	33500000	cell97	0.36
chr1	33000000	33500000	cell98	0.34356
chr1	33000000	33500000	cell99	0.34286
chr1	33500000	34000000	cell0	0.36184
chr1	33500000	34000000	cell1	0.34815
chr1	33500000	34000000	cell2	0.3557
chr1	33500000	34000000	cell3	0.32407
chr1	33500000	34000000	cell4	0.37405
chr1	33500000	34000000	cell5	0.26724
chr1	33500000	34000000	cell6	0.31613
chr1	33500000	34000000	cell7	0.2987
chr1	33500000	34000000	cell8	0.27885
chr1	33500000	34000000	cell9	0.36585
chr1	33500000	34000000	cell10	0.3908
chr1	33500000	34000000	cell11	0.40367
chr1	33500000	34000000	cell12	0.32411
chr1	33500000	34000000	cell13	0.31707
chr1	33500000	34000000	cell14	0.29457
chr1	33500000	34000000	cell15	0.28926
chr1	33500000	34000000	cell16	0.34335
chr1	33500000	34000000	cell17	0.35577
chr1	33500000	34000000	cell18	0.40336
chr1	33500000	34000000	cell19	0.32609
chr1	33500000	34000000	cell20	0.30303
chr1	33500000	34000000	cell21	0.32308
chr1	33500000	34000000	cell22	0.3871
chr1	33500000	34000000	cell23	0.32967
chr1	33500000	34000000	cell24	0.30734
chr1	33500000	34000000	cell25	0.29054
chr1	33500000	34000000	cell26	0.32955
chr1	33500000	34000000	cell27	0.28205
chr1	33500000	34000000	cell28	0.30769
chr1	33500000	34000000	cell29	0.31858
chr1	33500000	34000000	cell30	0.28283
chr1	33500000	34000000	cell31	0.2973
chr1	33500000	34000000	cell32	0.36765
chr1	33500000	34000000	cell33	0.40698
chr1	33500000	34000000	cell34	0.30928
chr1	33500000	34000000	cell35	0.34266
chr1	33500000	34000000	cell36	0.3557
chr1	33500000	34000000	cell37	0.36667
chr1	33500000	34000000	cell38	0.29302
chr1	33500000	34000000	cell39	0.30405
chr1	33500000	34000000	cell40	0.31088
chr1	33500000	34000000	cell41	0.26974
chr1	33500000	34000000	cell42	0.26772
chr1	33500000	34000000	cell43	0.35156
chr1	33500000	34000000	cell44	0.26974
chr1	33500000	34000000	cell45	0.37107
chr1	33500000	34000000	cell46	0.3
chr1	33500000	34000000	cell47	0.38129
chr1	33500000	34000000	cell48	0.375
chr1	33500000	34000000	cell49	0.32226
chr1	33500000	34000000	cell50	0.36
chr1	33500000	34000000	cell51	0.28169
chr1	33500000	34000000	cell52	0.38938
chr1	33500000	34000000	cell53	0.32653
chr1	33500000	34000000	cell54	0.25
chr1	33500000	34000000	cell55	0.30573
chr1	33500000	34000000	cell56	0.36161
chr1	33500000	34000000	cell57	0.31618
chr1	33500000	34000000	cell58	0.31683
chr1	33500000	34000000	cell59	0.35955
chr1	33500000	34000000	cell60	0.33333
chr1	33500000	34000000	cell61	0.26829
chr1	33500000	34000000	cell62	0.34532
chr1	33500000	34000000	cell63	0.4
chr1	33500000	34000000	cell64	0.36
chr1	33500000	34000000	cell65	0.33333
chr1	33500000	34000000	cell66	0.30682
chr1	33500000	34000000	cell67	0.32841
chr1	33500000	34000000	cell68	0.31707
chr1	33500000	34000000	cell69	0.35849
chr1	33500000	34000000	cell70	0.30418
chr1	33500000	34000000	cell71	0.33429
chr1	33500000	34000000	cell72	0.33333
chr1	33500000	34000000	cell73	0.37333
chr1	33500000	34000000	cell74	0.34118
chr1	33500000	34000000	cell75	0.32068
chr1	33500000	34000000	cell76	0.23469
chr1	33500000	34000000	cell77	0.39474
chr1	33500000	34000000	cell78	0.34409
chr1	33500000	34000000	cell79	0.36517
chr1	33500000	34000000	cell80	0.35172
chr1	33500000	34000000	cell81	0.35036
chr1	33500000	34000000	cell82	0.3
chr1	33500000	34000000	cell83	0.32927
chr1	33500000	34000000	cell84	0.28926
chr1	33500000	34000000	cell85	0.25373
chr1	33500000	34000000	cell86	0.37143
chr1	33500000	34000000	cell87	0.27564
chr1	33500000	34000000	cell88	0.30337
chr1	33500000	34000000	cell89	0.36134
chr1	33500000	34000000	cell90	0.3
chr1	33500000	34000000	cell91	0.35897
chr1	33500000	34000000	cell92	0.33548
chr1	33500000	34000000	cell93	0.28571
chr1	33500000	34000000	cell94	0.26994
chr1	33500000	34000000	cell95	0.375
chr1	33500000	34000000	cell96	0.32075
chr1	33500000	34000000	cell97	0.36052
chr1	33500000	34000000	cell98	0.26374
chr1	33500000	34000000	cell99	0.34783
chr1	34000000	34500000	cell0	0.34437
chr1	34000000	34500000	cell1	0.2439
chr1	34000000	34500000	cell2	0.37584
chr1	34000000	34500000	cell3	0.34862
chr1	34000000	34500000	cell4	0.38217
chr1	34000000	34500000	cell5	0.29697
chr1	34000000	34500000	cell6	0.30178
chr1	34000000	34500000	cell7	0.37419
chr1	34000000	34500000	cell8	0.29148
chr1	34000000	34500000	cell9	0.32927
chr1	34000000	34500000	cell10	0.40566
chr1	34000000	34500000	cell11	0.35165
chr1	34000000	34500000	cell12	0.36546
chr1	34000000	34500000	cell13	0.31818
chr1	34000000	34500000	cell14	0.39259
chr1	34000000	34500000	cell15	0.24348
chr1	34000000	34500000	cell16	0.31364
chr1	34000000	34500000	cell17	0.28736
chr1	34000000	34500000	cell18	0.25234
chr1	34000000	34500000	cell19	0.31579
chr1	34000000	34500000	cell20	0.30159
chr1	34000000	34500000	cell21	0.32609
chr1	34000000	34500000	cell22	0.31447
chr1	34000000	34500000	cell23	0.32484
chr1	34000000	34500000	cell24	0.34328
chr1	34000000	34500000	cell25	0.34848
chr1	34000000	34500000	cell26	0.28221
chr1	34000000	34500000	cell27	0.29412
chr1	34000000	34500000	cell28	0.33846
chr1	34000000	34500000	cell29	0.33945
chr1	34000000	34500000	cell30	0.26923
chr1	34000000	34500000	cell31	0.36607
chr1	34000000	34500000	cell32	0.26606
chr1	34000000	34500000	cell33	0.31461
chr1	34000000	34500000	cell34	0.28421
chr1	34000000	34500000	cell35	0.38158
chr1	34000000	34500000	cell36	0.35772
chr1	34000000	34500000	cell37	0.31667
chr1	34000000	34500000	cell38	0.32143
chr1	34000000	34500000	cell39	0.33939
chr1	34000000	34500000	cell40	0.36269
chr1	34000000	34500000	cell41	0.30986
chr1	34000000	34500000	cell42	0.296
chr1	34000000	34500000	cell43	0.32824
chr1	34000000	34500000	cell44	0.31319
chr1	34000000	34500000	cell45	0.36301
chr1	34000000	34500000	cell46	0.23958
chr1	34000000	34500000	cell47	0.37975
chr1	34000000	34500000	cell48	0.31618
chr1	34000000	34500000	cell49	0.29642
chr1	34000000	34500000	cell50	0.37872
chr1	34000000	34500000	cell51	0.39394
chr1	34000000	34500000	cell52	0.43382
chr1	34000000	34500000	cell53	0.42
chr1	34000000	34500000	cell54	0.39161
chr1	34000000	34500000	cell55	0.31206
chr1	34000000	34500000	cell56	0.33962
chr1	34000000	34500000	cell57	0.32143
chr1	34000000	34500000	cell58	0.4434
chr1	34000000	34500000	cell59	0.35443
chr1	34000000	34500000	cell60	0.32653
chr1	34000000	34500000	cell61	0.31915
chr1	34000000	34500000	cell62	0.28696
chr1	34000000	34500000	cell63	0.32773
chr1	34000000	34500000	cell64	0.34815
chr1	34000000	34500000	cell65	0.28571
chr1	34000000	34500000	cell66	0.32323
chr1	34000000	34500000	cell67	0.31174
chr1	34000000	34500000	cell68	0.35922
chr1	34000000	34500000	cell69	0.38043
chr1	34000000	34500000	cell70	0.36449
chr1	34000000	34500000	cell71	0.34259
chr1	34000000	34500000	cell72	0.26606
chr1	34000000	34500000	cell73	0.36975
chr1	34000000	34500000	cell74	0.34302
chr1	34000000	34500000	cell75	0.37118
chr1	34000000	34500000	cell76	0.32979
chr1	34000000	34500000	cell77	0.35484
chr1	34000000	34500000	cell78	0.35754
chr1	34000000	34500000	cell79	0.36913
chr1	34000000	34500000	cell80	0.384
chr1	34000000	34500000	cell81	0.31469
chr1	34000000	34500000	cell82	0.2809
chr1	34000000	34500000	cell83	0.34615
chr1	34000000	34500000	cell84	0.30282
chr1	34000000	34500000	cell85	0.34524
chr1	34000000	34500000	cell86	0.33846
chr1	34000000	34500000	cell87	0.32895
chr1	34000000	34500000	cell88	0.33918
chr1	34000000	34500000	cell89	0.34
chr1	34000000	34500000	cell90	0.30978
chr1	34000000	34500000	cell91	0.37063
chr1	34000000	34500000	cell92	0.38168
chr1	34000000	34500000	cell93	0.24762
chr1	34000000	34500000	cell94	0.30921
chr1	34000000	34500000	cell95	0.34694
chr1	34000000	34500000	cell96	0.31535
chr1	34000000	34500000	cell97	0.35122
chr1	34000000	34500000	cell98	0.36264
chr1	34000000	34500000	cell99	0.368
chr1	34500000	35000000	cell0	0.29605
chr1	34500000	35000000	cell1	0.34615
chr1	34500000	35000000	cell2	0.35099
chr1	34500000	35000000	cell3	0.39683
chr1	34500000	35000000	cell4	0.29114
chr1	34500000	35000000	cell5	0.27815
chr1	34500000	35000000	cell6	0.27835
chr1	34500000	35000000	cell7	0.36047
chr1	34500000	35000000	cell8	0.31651
chr1	34500000	35000000	cell9	0.3741
chr1	34500000	35000000	cell10	0.38144
chr1	34500000	35000000	cell11	0.27632
chr1	34500000	35000000	cell12	0.30769
chr1	34500000	35000000	cell13	0.38428
chr1	34500000	35000000	cell14	0.24615
chr1	34500000	35000000	cell15	0.26415
chr1	34500000	35000000	cell16	0.33333
chr1	34500000	35000000	cell17	0.32727
chr1	34500000	35000000	cell18	0.39048
chr1	34500000	35000000	cell19	0.39205
chr1	34500000	35000000	cell20	0.27007
chr1	34500000	35000000	cell21	0.31757
chr1	34500000	35000000	cell22	0.3985
chr1	34500000	35000000	cell23	0.35714
chr1	34500000	35000000	cell24	0.32857
chr1	34500000	35000000	cell25	0.3038
chr1	34500000	35000000	cell26	0.34831
chr1	34500000	35000000	cell27	0.325
chr1	34500000	35000000	cell28	0.29932
chr1	34500000	35000000	cell29	0.32323
chr1	34500000	35000000	cell30	0.38554
chr1	34500000	35000000	cell31	0.36275
chr1	34500000	35000000	cell32	0.36842
chr1	34500000	35000000	cell33	0.28161
chr1	34500000	35000000	cell34	0.3871
chr1	34500000	35000000	cell35	0.35507
chr1	34500000	35000000	cell36	0.29134
chr1	34500000	35000000	cell37	0.37975
chr1	34500000	35000000	cell38	0.26316
chr1	34500000	35000000	cell39	0.37255
chr1	34500000	35000000	cell40	0.32836
chr1	34500000	35000000	cell41	0.28788
chr1	34500000	35000000	cell42	0.34906
chr1	34500000	35000000	cell43	0.41497
chr1	34500000	35000000	cell44	0.36306
chr1	34500000	35000000	cell45	0.32164
chr1	34500000	35000000	cell46	0.32222
chr1	34500000	35000000	cell47	0.32143
chr1	34500000	35000000	cell48	0.36486
chr1	34500000	35000000	cell49	0.33333
chr1	34500000	35000000	cell50	0.27928
chr1	34500000	35000000	cell51	0.28704
chr1	34500000	35000000	cell52	0.35766
chr1	34500000	35000000	cell53	0.33684
chr1	34500000	35000000	cell54	0.31532
chr1	34500000	35000000	cell55	0.28916
chr1	34500000	35000000	cell56	0.34409
chr1	34500000	35000000	cell57	0.35484
chr1	34500000	35000000	cell58	0.37255
chr1	34500000	35000000	cell59	0.28
chr1	34500000	35000000	cell60	0.33333
chr1	34500000	35000000	cell61	0.26891
chr1	34500000	35000000	cell62	0.38583
chr1	34500000	35000000	cell63	0.37838
chr1	34500000	35000000	cell64	0.3245
chr1	34500000	35000000	cell65	0.32955
chr1	34500000	35000000	cell66	0.31429
chr1	34500000	35000000	cell67	0.28947
chr1	34500000	35000000	cell68	0.31132
chr1	34500000	35000000	cell69	0.28283
chr1	34500000	35000000	cell70	0.35242
chr1	34500000	35000000	cell71	0.37952
chr1	34500000	35000000	cell72	0.40187
chr1	34500000	35000000	cell73	0.39098
chr1	34500000	35000000	cell74	0.30588
chr1	34500000	35000000	cell75	0.35683
chr1	34500000	35000000	cell76	0.30973
chr1	34500000	35000000	cell77	0.28462
chr1	34500000	35000000	cell78	0.28788
chr1	34500000	35000000	cell79	0.34483
chr1	34500000	35000000	cell80	0.33846
chr1	34500000	35000000	cell81	0.32468
chr1	34500000	35000000	cell82	0.25743
chr1	34500000	35000000	cell83	0.25
chr1	34500000	35000000	cell84	0.34375
chr1	34500000	35000000	cell85	0.38
chr1	34500000	35000000	cell86	0.40541
chr1	34500000	35000000	cell87	0.36257
chr1	34500000	35000000	cell88	0.29032
chr1	34500000	35000000	cell89	0.28571
chr1	34500000	35000000	cell90	0.3007
chr1	34500000	35000000	cell91	0.3662
chr1	34500000	35000000	cell92	0.42424
chr1	34500000	35000000	cell93	0.31034
chr1	34500000	35000000	cell94	0.2953
chr1	34500000	35000000	cell95	0.34375
chr1	34500000	35000000	cell96	0.35379
chr1	34500000	35000000	cell97	0.33621
chr1	34500000	35000000	cell98	0.30612
chr1	34500000	35000000	cell99	0.31858
chr1	35000000	35500000	cell0	0.36054
chr1	35000000	35500000	cell1	0.32847
chr1	35000000	35500000	cell2	0.3522
chr1	35000000	35500000	cell3	0.31683
chr1	35000000	35500000	cell4	0.32955
chr1	35000000	35500000	cell5	0.37037
chr1	35000000	35500000	cell6	0.34343
chr1	35000000	35500000	cell7	0.27891
chr1	35000000	35500000	cell8	0.31081
chr1	35000000	35500000	cell9	0.31507
chr1	35000000	35500000	cell10	0.26596
chr1	35000000	35500000	cell11	0.37895
chr1	35000000	35500000	cell12	0.34821
chr1	35000000	35500000	cell13	0.36957
chr1	35000000	35500000	cell14	0.32824
chr1	35000000	35500000	cell15	0.29358
chr1	35000000	35500000	cell16	0.3516
chr1	35000000	35500000	cell17	0.34259
chr1	35000000	35500000	cell18	0.30303
chr1	35000000	35500000	cell19	0.3038
chr1	35000000	35500000	cell20	0.26549
chr1	35000000	35500000	cell21	0.37778
chr1	35000000	35500000	cell22	0.31788
chr1	35000000	35500000	cell23	0.39759
chr1	35000000	35500000	cell24	0.3262
chr1	35000000	35500000	cell25	0.34848
chr1	35000000	35500000	cell26	0.2924
chr1	35000000	35500000	cell27	0.2716
chr1	35000000	35500000	cell28	0.31098
chr1	35000000	35500000	cell29	0.35185
chr1	35000000	35500000	cell30	0.35238
chr1	35000000	35500000	cell31	0.35
chr1	35000000	35500000	cell32	0.3622
chr1	35000000	35500000	cell33	0.31111
chr1	35000000	35500000	cell34	0.27711
chr1	35000000	35500000	cell35	0.34307
chr1	35000000	35500000	cell36	0.36667
chr1	35000000	35500000	cell37	0.36434
chr1	35000000	35500000	cell38	0.375
chr1	35000000	35500000	cell39	0.3141
chr1	35000000	35500000	cell40	0.32973
chr1	35000000	35500000	cell41	0.37838
chr1	35000000	35500000	cell42	0.39423
chr1	35000000	35500000	cell43	0.33594
chr1	35000000	35500000	cell44	0.34559
chr1	35000000	35500000	cell45	0.2766
chr1	35000000	35500000	cell46	0.31183
chr1	35000000	35500000	cell47	0.29688
chr1	35000000	35500000	cell48	0.34328
chr1	35000000	35500000	cell49	0.34237
chr1	35000000	35500000	cell50	0.33469
chr1	35000000	35500000	cell51	0.35833
chr1	35000000	35500000	cell52	0.28455
chr1	35000000	35500000	cell53	0.31707
chr1	35000000	35500000	cell54	0.36752
chr1	35000000	35500000	cell55	0.34868
chr1	35000000	35500000	cell56	0.31579
chr1	35000000	35500000	cell57	0.36559
chr1	35000000	35500000	cell58	0.34615
chr1	35000000	35500000	cell59	0.29688
chr1	35000000	35500000	cell60	0.29412
chr1	35000000	35500000	cell61	0.30682
chr1	35000000	35500000	cell62	0.39496
chr1	35000000	35500000	cell63	0.2973
chr1	35000000	35500000	cell64	0.32759
chr1	35000000	35500000	cell65	0.39759
chr1	35000000	35500000	cell66	0.34831
chr1	35000000	35500000	cell67	0.32103
chr1	35000000	35500000	cell68	0.5
chr1	35000000	35500000	cell69	0.38554
chr1	35000000	35500000	cell70	0.33712
chr1	35000000	35500000	cell71	0.37015
chr1	35000000	35500000	cell72	0.37168
chr1	35000000	35500000	cell73	0.24806
chr1	35000000	35500000	cell74	0.35625
chr1	35000000	35500000	cell75	0.3373
chr1	35000000	35500000	cell76	0.33043
chr1	35000000	35500000	cell77	0.29134
chr1	35000000	35500000	cell78	0.32044
chr1	35000000	35500000	cell79	0.3931
chr1	35000000	35500000	cell80	0.34146
chr1	35000000	35500000	cell81	0.29545
chr1	35000000	35500000	cell82	0.23333
chr1	35000000	35500000	cell83	0.24194
chr1	35000000	35500000	cell84	0.24561
chr1	35000000	35500000	cell85	0.35583
chr1	35000000	35500000	cell86	0.35644
chr1	35000000	35500000	cell87	0.32044
chr1	35000000	35500000	cell88	0.32524
chr1	35000000	35500000	cell89	0.33333
chr1	35000000	35500000	cell90	0.33908
chr1	35000000	35500000	cell91	0.40936
chr1	35000000	35500000	cell92	0.36184
chr1	35000000	35500000	cell93	0.41
chr1	35000000	35500000	cell94	0.32639
chr1	35000000	35500000	cell95	0.30709
chr1	35000000	35500000	cell96	0.32593
chr1	35000000	35500000	cell97	0.316
chr1	35000000	35500000	cell98	0.30573
chr1	35000000	35500000	cell99	0.29565
chr1	35500000	36000000	cell0	0.3125
chr1	35500000	36000000	cell1	0.34722
chr1	35500000	36000000	cell2	0.38194
chr1	35500000	36000000	cell3	0.34562
chr1	35500000	36000000	cell4	0.36649
chr1	35500000	36000000	cell5	0.33333
chr1	35500000	36000000	cell6	0.32673
chr1	35500000	36000000	cell7	0.35
chr1	35500000	36000000	cell8	0.3304
chr1	35500000	36000000	cell9	0.34091
chr1	35500000	36000000	cell10	0.34234
chr1	35500000	36000000	cell11	0.33333
chr1	35500000	36000000	cell12	0.39914
chr1	35500000	36000000	cell13	0.2623
chr1	35500000	36000000	cell14	0.3557
chr1	35500000	36000000	cell15	0.35398
chr1	35500000	36000000	cell16	0.35747
chr1	35500000	36000000	cell17	0.36082
chr1	35500000	36000000	cell18	0.26415
chr1	35500000	36000000	cell19	0.33758
chr1	35500000	36000000	cell20	0.34328
chr1	35500000	36000000	cell21	0.32836
chr1	35500000	36000000	cell22	0.3622
chr1	35500000	36000000	cell23	0.36184
chr1	35500000	36000000	cell24	0.30909
chr1	35500000	36000000	cell25	0.35556
chr1	35500000	36000000	cell26	0.43919
chr1	35500000	36000000	cell27	0.38571
chr1	35500000	36000000	cell28	0.30488
chr1	35500000	36000000	cell29	0.36792
chr1	35500000	36000000	cell30	0.38462
chr1	35500000	36000000	cell31	0.35714
chr1	35500000	36000000	cell32	0.35659
chr1	35500000	36000000	cell33	0.34
chr1	35500000	36000000	cell34	0.30928
chr1	35500000	36000000	cell35	0.33129
chr1	35500000	36000000	cell36	0.32479
chr1	35500000	36000000	cell37	0.35714
chr1	35500000	36000000	cell38	0.35354
chr1	35500000	36000000	cell39	0.25
chr1	35500000	36000000	cell40	0.34222
chr1	35500000	36000000	cell41	0.32911
chr1	35500000	36000000	cell42	0.23469
chr1	35500000	36000000	cell43	0.34868
chr1	35500000	36000000	cell44	0.34307
chr1	35500000	36000000	cell45	0.31655
chr1	35500000	36000000	cell46	0.31707
chr1	35500000	36000000	cell47	0.29193
chr1	35500000	36000000	cell48	0.31579
chr1	35500000	36000000	cell49	0.34835
chr1	35500000	36000000	cell50	0.38136
chr1	35500000	36000000	cell51	0.31959
chr1	35500000	36000000	cell52	0.33333
chr1	35500000	36000000	cell53	0.26437
chr1	35500000	36000000	cell54	0.30159
chr1	35500000	36000000	cell55	0.39752
chr1	35500000	36000000	cell56	0.38424
chr1	35500000	36000000	cell57	0.27049
chr1	35500000	36000000	cell58	0.37607
chr1	35500000	36000000	cell59	0.32353
chr1	35500000	36000000	cell60	0.35374
chr1	35500000	36000000	cell61	0.28155
chr1	35500000	36000000	cell62	0.28689
chr1	35500000	36000000	cell63	0.27451
chr1	35500000	36000000	cell64	0.32298
chr1	35500000	36000000	cell65	0.33333
chr1	35500000	36000000	cell66	0.28571
chr1	35500000	36000000	cell67	0.37218
chr1	35500000	36000000	cell68	0.33898
chr1	35500000	36000000	cell69	0.33708
chr1	35500000	36000000	cell70	0.29719
chr1	35500000	36000000	cell71	0.32768
chr1	35500000	36000000	cell72	0.33684
chr1	35500000	36000000	cell73	0.36
chr1	35500000	36000000	cell74	0.3609
chr1	35500000	36000000	cell75	0.33617
chr1	35500000	36000000	cell76	0.3211
chr1	35500000	36000000	cell77	0.39669
chr1	35500000	36000000	cell78	0.3869
chr1	35500000	36000000	cell79	0.40972
chr1	35500000	36000000	cell80	0.33333
chr1	35500000	36000000	cell81	0.34014
chr1	35500000	36000000	cell82	0.23404
chr1	35500000	36000000	cell83	0.24444
chr1	35500000	36000000	cell84	0.33333
chr1	35500000	36000000	cell85	0.30323
chr1	35500000	36000000	cell86	0.29688
chr1	35500000	36000000	cell87	0.32022
chr1	35500000	36000000	cell88	0.34463
chr1	35500000	36000000	cell89	0.25954
chr1	35500000	36000000	cell90	0.34532
chr1	35500000	36000000	cell91	0.35616
chr1	35500000	36000000	cell92	0.34091
chr1	35500000	36000000	cell93	0.32727
chr1	35500000	36000000	cell94	0.38125
chr1	35500000	36000000	cell95	0.39024
chr1	35500000	36000000	cell96	0.35169
chr1	35500000	36000000	cell97	0.35938
chr1	35500000	36000000	cell98	0.35542
chr1	35500000	36000000	cell99	0.35185
chr1	36000000	36500000	cell0	0.3642
chr1	36000000	36500000	cell1	0.3007
chr1	36000000	36500000	cell2	0.36686
chr1	36000000	36500000	cell3	0.40654
chr1	36000000	36500000	cell4	0.28723
chr1	36000000	36500000	cell5	0.29323
chr1	36000000	36500000	cell6	0.35096
chr1	36000000	36500000	cell7	0.30928
chr1	36000000	36500000	cell8	0.36638
chr1	36000000	36500000	cell9	0.25352
chr1	36000000	36500000	cell10	0.23364
chr1	36000000	36500000	cell11	0.33333
chr1	36000000	36500000	cell12	0.30612
chr1	36000000	36500000	cell13	0.31852
chr1	36000000	36500000	cell14	0.31852
chr1	36000000	36500000	cell15	0.37589
chr1	36000000	36500000	cell16	0.33745
chr1	36000000	36500000	cell17	0.27523
chr1	36000000	36500000	cell18	0.35537
chr1	36000000	36500000	cell19	0.29231
chr1	36000000	36500000	cell20	0.29921
chr1	36000000	36500000	cell21	0.37013
chr1	36000000	36500000	cell22	0.30709
chr1	36000000	36500000	cell23	0.35955
chr1	36000000	36500000	cell24	0.32579
chr1	36000000	36500000	cell25	0.3875
chr1	36000000	36500000	cell26	0.34171
chr1	36000000	36500000	cell27	0.44578
chr1	36000000	36500000	cell28	0.36
chr1	36000000	36500000	cell29	0.41958
chr1	36000000	36500000	cell30	0.25
chr1	36000000	36500000	cell31	0.27381
chr1	36000000	36500000	cell32	0.39568
chr1	36000000	36500000	cell33	0.34737
chr1	36000000	36500000	cell34	0.40659
chr1	36000000	36500000	cell35	0.39333
chr1	36000000	36500000	cell36	0.375
chr1	36000000	36500000	cell37	0.30882
chr1	36000000	36500000	cell38	0.34123
chr1	36000000	36500000	cell39	0.36683
chr1	36000000	36500000	cell40	0.35
chr1	36000000	36500000	cell41	0.37762
chr1	36000000	36500000	cell42	0.33577
chr1	36000000	36500000	cell43	0.34228
chr1	36000000	36500000	cell44	0.36538
chr1	36000000	36500000	cell45	0.275
chr1	36000000	36500000	cell46	0.34167
chr1	36000000	36500000	cell47	0.36646
chr1	36000000	36500000	cell48	0.2987
chr1	36000000	36500000	cell49	0.33231
chr1	36000000	36500000	cell50	0.38034
chr1	36000000	36500000	cell51	0.31452
chr1	36000000	36500000	cell52	0.32237
chr1	36000000	36500000	cell53	0.37
chr1	36000000	36500000	cell54	0.39024
chr1	36000000	36500000	cell55	0.27568
chr1	36000000	36500000	cell56	0.31771
chr1	36000000	36500000	cell57	0.30769
chr1	36000000	36500000	cell58	0.34513
chr1	36000000	36500000	cell59	0.33708
chr1	36000000	36500000	cell60	0.35417
chr1	36000000	36500000	cell61	0.3945
chr1	36000000	36500000	cell62	0.33077
chr1	36000000	36500000	cell63	0.24719
chr1	36000000	36500000	cell64	0.31013
chr1	36000000	36500000	cell65	0.29213
chr1	36000000	36500000	cell66	0.31667
chr1	36000000	36500000	cell67	0.30576
chr1	36000000	36500000	cell68	0.30556
chr1	36000000	36500000	cell69	0.41085
chr1	36000000	36500000	cell70	0.35821
chr1	36000000	36500000	cell71	0.39837
chr1	36000000	36500000	cell72	0.33654
chr1	36000000	36500000	cell73	0.41406
chr1	36000000	36500000	cell74	0.28571
chr1	36000000	36500000	cell75	0.34231
chr1	36000000	36500000	cell76	0.24242
chr1	36000000	36500000	cell77	0.36429
chr1	36000000	36500000	cell78	0.34409
chr1	36000000	36500000	cell79	0.39333
chr1	36000000	36500000	cell80	0.34667
chr1	36000000	36500000	cell81	0.3125
chr1	36000000	36500000	cell82	0.24
chr1	36000000	36500000	cell83	0.47518
chr1	36000000	36500000	cell84	0.38889
chr1	36000000	36500000	cell85	0.27333
chr1	36000000	36500000	cell86	0.37762
chr1	36000000	36500000	cell87	0.30899
chr1	36000000	36500000	cell88	0.35
chr1	36000000	36500000	cell89	0.33728
chr1	36000000	36500000	cell90	0.34615
chr1	36000000	36500000	cell91	0.38415
chr1	36000000	36500000	cell92	0.28481
chr1	36000000	36500000	cell93	0.27826
chr1	36000000	36500000	cell94	0.31677
chr1	36000000	36500000	cell95	0.34722
chr1	36000000	36500000	cell96	0.32095
chr1	36000000	36500000	cell97	0.35622
chr1	36000000	36500000	cell98	0.31548
chr1	36000000	36500000	cell99	0.3252
chr1	36500000	37000000	cell0	0.38346
chr1	36500000	37000000	cell1	0.38255
chr1	36500000	37000000	cell2	0.34545
chr1	36500000	37000000	cell3	0.30882
chr1	36500000	37000000	cell4	0.32653
chr1	36500000	37000000	cell5	0.39496
chr1	36500000	37000000	cell6	0.26036
chr1	36500000	37000000	cell7	0.32704
chr1	36500000	37000000	cell8	0.31088
chr1	36500000	37000000	cell9	0.25342
chr1	36500000	37000000	cell10	0.375
